Name,X,Y,Z,ScaleX,ScaleY,ScaleZ,Rotation,ELEV1,ELEV2,DELEV
POINTVOL,300.0,200.0,960.2259424063551,25.0,25.0,25.0,0.0,960.2259,960.2259,0.0
POINTVOL,300.0,225.0,962.0575531732095,25.0,25.0,25.0,0.0,962.0576,962.0576,0.0
POINTVOL,300.0,250.0,961.6234418870207,25.0,25.0,25.0,0.0,961.6234,961.6234,0.0
POINTVOL,300.0,275.0,960.8183088707989,25.0,25.0,25.0,0.0,960.8183,960.8183,0.0
POINTVOL,300.0,300.0,959.7034717099975,25.0,25.0,25.0,0.0,959.7035,959.7035,0.0
POINTVOL,300.0,325.0,956.3233232191427,25.0,25.0,25.0,0.0,956.3233,956.3233,0.0
POINTVOL,300.0,350.0,952.6698630816087,25.0,25.0,25.0,0.0,952.6699,952.6699,0.0
POINTVOL,325.0,0.0,961.5386297957103,25.0,25.0,25.0,0.0,961.5386,961.5386,0.0
POINTVOL,325.0,25.0,965.9961088925122,25.0,25.0,25.0,0.0,965.9961,965.9961,0.0
POINTVOL,325.0,50.0,967.8749999999949,25.0,25.0,25.0,0.0,967.875,969.6028,-1.7278
POINTVOL,325.0,75.0,968.249999999994,25.0,25.0,25.0,0.0,968.25,970.139,-1.889
POINTVOL,325.0,100.0,968.1000000000139,25.0,25.0,25.0,0.0,968.1,969.49,-1.39
POINTVOL,325.0,125.0,967.5200000000183,25.0,25.0,25.0,0.0,967.52,966.928,0.592
POINTVOL,325.0,150.0,963.9069204211268,25.0,25.0,25.0,0.0,963.9069,963.9069,0.0
POINTVOL,325.0,175.0,961.3341683823108,25.0,25.0,25.0,0.0,961.3342,961.3342,0.0
POINTVOL,325.0,200.0,962.319917659728,25.0,25.0,25.0,0.0,962.3199,962.3199,0.0
POINTVOL,325.0,225.0,961.983032287178,25.0,25.0,25.0,0.0,961.983,961.983,0.0
POINTVOL,325.0,250.0,961.2212907076421,25.0,25.0,25.0,0.0,961.2213,961.2213,0.0
POINTVOL,325.0,275.0,960.3629429275727,25.0,25.0,25.0,0.0,960.3629,960.3629,0.0
POINTVOL,325.0,300.0,959.0601708771989,25.0,25.0,25.0,0.0,959.0602,959.0602,0.0
POINTVOL,325.0,325.0,955.6964520230733,25.0,25.0,25.0,0.0,955.6965,955.6965,0.0
POINTVOL,325.0,350.0,953.1064511033002,25.0,25.0,25.0,0.0,953.1065,953.1065,0.0
POINTVOL,350.0,0.0,960.7360008294913,25.0,25.0,25.0,0.0,960.736,960.736,0.0
POINTVOL,350.0,25.0,966.2104925417551,25.0,25.0,25.0,0.0,966.2105,966.2105,0.0
POINTVOL,350.0,50.0,968.3749999999945,25.0,25.0,25.0,0.0,968.375,969.6234,-1.2484
POINTVOL,350.0,75.0,968.7499999999927,25.0,25.0,25.0,0.0,968.75,971.7107,-2.9607
POINTVOL,350.0,100.0,968.600000000014,25.0,25.0,25.0,0.0,968.6,971.61,-3.01
